text,label
#mrpresident up on stage laughing &amp; joking with his cronies! This is a serious time &amp; they're cracking #jokes #kneeslapper  #trump #coronavirus #corona #DC @fox2news foxnews #briefing #virus @ Washington D.C. https://t.co/NNq7Fk0gM3,0
"While Lily Lindsey Graham meets up @Marlasso to wait out the Corvid-18 virus the Rest if Senators Lemar, Romney, Schumer is angry with the lack of testing and treatment.
#CoronavirusPandemic

https://t.co/Xv3OL3SB2s",0
🦠 How to Make a Face Mask during the #CoronavirusPandemic https://t.co/Crh2Rt6Z68 via @YouTube,1
"Realize that most of our Supreme Court justices are over 65, and Justice Ginsburg just turned 87. #SCOTUS #Coronavirus https://t.co/L4BilD8PoB",0
ONLY 40 cases? We have over 100 here in CA!!! #coronavirus,0
"If I were a mkt prof w/training in dev psych, I would create an assignment requiring students to develop a quick assessment tool for parents to gauge the utilitarian (educ) &amp; hedonic (fun/explore) levels of different toys/resources. #COVID19 #conjointanalysjs #AcademicTwitter https://t.co/CRnf9vZKEh",0
Shelter in place! Im doing my best to avoid people...and trees. #COVID19 @DodgeRidge https://t.co/EwZrWsvBxa,0
"All this coverage and talk of the #CoronavirusPandemic has me feelin my EXTRA crabby and annoyed. #keepingitreal. Let me go ahead and social distance myself. Cheers to a weekend of unplugging, binge watching Love is Blind and giving my sweet newborn some snuggles.",0
"Dear democrats, if you want to stop losing all the time, I’d get rid of this toxic turd ASAP. #DemExit #coronavirus https://t.co/4ylz6jE3ql",0
"Webster's Dictionary. 
Solipsism. 
See=Donald J Trump

#CoronavirusPandemic 
#idiotinchief",0
This #coronavirus has shown that a lot of you didn’t pay attention in mathematics or science.....or history for that matter,0
"Screenshots of @LouisianaGov’s #COVID19 outbreak Stay At Home order, which goes into effect Monday, March 23 at 5 p.m. #lagov #lalege https://t.co/8ot4LLIRRd",0
"🗣Ayeee New Orleans!
#nola #neworleans #covid_19 #covid19 #socialdistancing #coronavirus #neworleansfood #neworleansculture @ Louisiana https://t.co/5yZBnRcydj",0
First time posted and time stamped real time 6:14 am 3/18/20202On quarantine awaiting my test results I can’t sleep &amp;painting my feelings I’m staying positive that my results are negative Be healthy &amp;safe #coronavirus @NYPDDCA @AlysiaStern @POTUS @FLOTUS @EsperDoD @pence #health https://t.co/Ek42nfyOrW,0
Odds on Dr. Fauci knocking over the American flag??? #COVID19,0
The NCAA tourney looking more and more like it won’t happen due to #CoronavirusPandemic https://t.co/pqikI6bwn2,0
Wondering if astronaut 👩‍🚀 applications have increased due to #coronavirus. Anyone else ready to leave earth so they can live a normal life again? 🙋‍♀️ https://t.co/s5hMIMNHxl,0
guys i dont understand. they canceling all these major events but like why not just cancel the #coronavirus? wouldnt that fix everything?,0
I’m still baffled at the fact that the @utahjazz being in #okc was able to get about 80 #Covid_19 test kits in the matter of hours. Yet the country is scrambling to find some for days...,0
"🙏🙏🙏Now Stay Woke 🙌🙌🙌 ~ #IceWaterGa #HotTalkRadioLasVegas #CzarOfVegas #KingOfBabylon #covid_19 #virus @ Las Vegas, Nevada https://t.co/Hspoi0m6st",0
I don't know which I fear more: #Covid_19 or my boyfriend realizing how thoroughly unproductive and excessively slovenly I actually am while he's away at work and I'm free at home.,0
"Lastly, we may be #SocialDistancing but our community will get through this together. ❤️ So let’s #FlattenTheCurve &amp; get patients identified &amp; isolated! @RachelStarkMD @Pr1yankJa1n @RebeccaRogersMD @idandipacdoc #COVID19",1
"Then, they need to close sh*t. If it’s not closed, people won’t take it seriously. You can’t just say “avoid” and that’s it. Shut it all down.

#CoronavirusOutbreak #coronavirus #coronapocolypse #COVID19 https://t.co/f8ODmMCIT8",0
"When I said I wish I could find the time to run every day, this wasn't exactly what I had in mind.  #SocialDistancing #coronavirus https://t.co/Yus8kBTjHc",0
Stay strong Huntington. #coronavirus #huntingtonwv https://t.co/9OkBtLjrtR,0
Time to throw away this #coronavirus #xmasdecor; never to be hang again. https://t.co/lu6C0lnU0c,0
We need this now! #coronavirus #COVID2019 #CoronaVirusUpdate #CoronavirusOutbreak #TuesdayThoughts #tuesdayvibes #tuesdaytip #WednesdayWisdom #wed https://t.co/BFWGzeM1ny,0
Be safe out there ✈🤧 #coronavirus #CoronavirusOutbreak @BradFiorenza https://t.co/HTosWb418b,0
This is not something to mess around with. #COVID19 #Immigrants https://t.co/B64VymFQEk,0
"Best time to catch up on your to do list and create a plan. #dontpanic #focus #coronavirus #corona #quarantine #world  #flu #isolation #vibes @ Saint Paul, Minnesota https://t.co/0c0Tebsbnd",0
#coronavirus #Covid_19 🦠emergency package 🚨is not taming volatility and massive sell-offs in #WallStreet. Are these measures working? I discussed it w @KateKatharina @dw_business 👉https://t.co/KhWEwV8isC https://t.co/b0T3sSehoD,0
"This is what a #DemDebate looks like in the #coronavirus age... 
.
.
.
@wusa9 #Politics #COVIDー19 https://t.co/uUDCSLqiWb",0
#ISupportTexasTribune because of fabulous political coverage and #coronavirus too. Thank you for what you do. https://t.co/36byHKdyMj,0
"@neeraj @business Why is that nuts? I believe that’s common sense. Setting some expectations!

Chinese schools are still closed.

BTW education expert (25 years) in our home says, distance learning is already in place... virtually, schools are open!

BTW there are no epidemics experts on #COVID19!",0
"Drivers still racing cars - remotely. 

#NASCAR still giving fans something to enjoy - partnerships like this will help people stay sane during these crazy times. And they’re donating money to those affected by #COVID19 in the process. 

And was fun to watch!

Way to go @NASCAR https://t.co/jjMW8fUKCr",0
Walmart is out of Blue Drink. #koolaid the world is really coming to an end. #coronavirus https://t.co/nkyoVM1be0,0
Emotion. RESISTONS. Restons confinés. #coronavirus https://t.co/1wDiRecd0J,0
So who are the 8 geniuses that voted against the #coronavirus aid package...I bet @RandPaul is definitely one of them https://t.co/dRqfzz3cmv,0
I called out Harding's of Bangor Michigan on price gouging during the coronavirus pandemic. They called my employer and banned me from the store for calling my attorney General. #coronavirus #COVID19,0
@therecount Not to mention a third of them have been in contact with people who have tested positive for #coronavirus,0
My street in #hoboken today. Find the beauty in life cuz u never know how short it’s gonna be. #coronavirus https://t.co/srrLD9cq5O,0
"The words of a great man #twd I'm saving animal lives, that's reason enough to risk mine! #vettech #veterinary #animals #hospital #COVID19
https://t.co/dRqzj6mOTq",0
"🚨FACT CHECK: 
HERE'S A List of 28 Ways Trump &amp; His Team Have Been Dishonest About The #CoronavirusPandemic #TrumptheWorstPresidentEVER #CancelEverythingNow #ThursdayThoughts 
https://t.co/PRJftqU098",0
"Rumor has it that Orange Caligula wants to suspend the law and pardon all of his criminal buddies, over #Covid_19
Begs the questions:
1. Why do allegedly innocent people need #PardonGenFlynn?
2. Why do we need to suspend people's #Constitutional #Rights?
3. #Fascism #COVIDIOT",0
So excited for the Millennial Entrepreneurs at dreamteamcruzaders in Arizona for their first Zoom Webinar!  #covid_19 don’t stop us from doing our business to help educate people of all ages!  Apart from the Baby… https://t.co/nhdnX87OMA,0
"Dr. Fauci when he gets the Coronavirus vaccine.
#Covid_19 #TrumpPressConference https://t.co/0x7tS2dAWj",0
List of licensed Georgia child care programs that have closed in response to #Covid_19 in Georgia. This list is updated regularly. @GADeptEarlyCare @GovKemp @GaDPH @CDCgov https://t.co/Q5Zxg7aWpo,0
.@CityofDurhamNC @MayorSchewel expects to announce a #StayAtHomeOrder tomorrow to slow the spread of the #coronavirus. No further details provided at this time.,0
"How companies choose to treat consumers in the midst of this scary, unprecedented time will not be forgotten. They will reap what they sew when this is over and their reputation isn’t forgotten. @AirbnbHelp do the write thing by these #GirlScouts! #COVID19 https://t.co/yRMgEEwiS3",0
#toiletpaper #COVID19 https://t.co/msOvEgCqFN,0
Plans tonight: Literally going to order pizza and watch #Contagion with my Husband @freddygp. 🤷🏻‍♂️ 🍕 🦠 #Coronavirus #CoronavirusNYC #Pandemic #CoronavirusPandemic #COVID19 #NYC #Manhattan,0
"Well with the #coronavirus closing my gym, I’m just gonna say phuck it.....for now. #StressEating #EmotionalEater @ Kenosha https://t.co/IFXf6NIF30",0
#COVIDー19 #SARSCoV2 #coronavirus Is the long term strategy #RussianRoulette we all slowly get infected and hope we are not part of 15% severely affected when we do ? #SocialDistanacing,0
"A sign of the times: A sign at Gypsy’s Trattoria Italiana urges customers to practice social distancing in the wake of #coronaviruspandemic, in #Berkeley, California, on Wednesday, March 11, 2020. Photo by David Yee ©2020 #berkeleyafterdark #COVID19 #socialdistancing https://t.co/6YaAcmohZM",0
"What is the #CoronavirusPandemic Mr. trump, a #hoax or a #NationalEmergency? @cspanwj https://t.co/TX0JvjqQaF",0
Incredible thread—Dr. describing the frontline #COVID19 fight in Italy. Please take precautions to protect those around you. https://t.co/gopgNrI5rD,0
"Hey there, please follow #PeoplesBailout today if you can! It’s a new initiative from Sunrise Movement, SEIU, Working Families Party, MoveOn, Sierra Club, and over 500 organizations signed on, demanding just and equitable #coronavirus recovery.  https://t.co/yOxwFIv1HQ",0
#Marines #coronapocalypse #COVIDー19 #CoronavirusPandemic https://t.co/2V6TBdMWjA,0
"Some clarity on testing China and around the world from @muyixiao. 

In times like these where everyone with a platform and basic data analysis skills is attempting to weigh in on #COVID19, reporting numbers simply, crucially cannot be taken at face value https://t.co/tWWbdAQOPJ",0
"""You don't need 3 cases of Budweiser from the store"" -Pastor Matt Brown @sandalschurch @PastorMattBrown #COVIDー19 #StayAtHome #coronavirus",0
"Mayor Walsh says city operations won’t stop. They’ll keep picking up trash, cleaning the streets and serving communities like seniors, veterans, the homeless and immigrants. #COVID19",0
Who you work with matters . #workfamily #COVID2019 #Covid_19 #coronavirus #healthcare #HealthCareWorkers #HealthcareHeroes #healthcare #PhysicianAssistant #pa #aapa #healthcareworker https://t.co/YNgztOFqFZ,0
“1 in 5 teens told Pew researchers that they often or sometimes can’t complete assignments because they don’t have reliable access to the internet or a computer.” #COVID19 is exacerbating every kind of inequality we have in society and it’s starting with our kids future. https://t.co/HN4Sue1F0o,0
"Don't lie, how many of you are in your strrrretchy pants bc you ate all your #coronavirus snacks?
#wfh #workingfromhome #COVID2019 #telecommuting #freshmen15 #feelingphat #idk #mightdeletelater 😄😁😆🤣 https://t.co/jmeXMWLXih",0
Great visual #COVID19 https://t.co/kYIPLLstci,0
"now as  #COVID19 is spreading rapidly in a country, with over 30 million uninsured people, we will start to understand the inherent human right healthcare is. We should have test kits available, social programs to assist vulnerable, &amp;fact based action. #UniversalHealthCare",0
@fourseasonsPR @fourseasons @fsvail #poortreatment after recruiting then talking up your #cultureofpeople program then dumping them after #coronavirus scares. How r they to find housing within 24 hr notice in a country they’ve never lived in?No compensation or aid to return home,0
"@SOAPHQ @ruthi_landau 
🆘@OhioState has banned international travel temporarily in light of #COVID19 🦠😭😭@OSUWexMed #buckeyeOBAnes has 14 presentations accepted for #SOAPAM2020 ‼️‼️

⚠️Do we have contingency plans for presenters if we are still disallowed from May travel?⚠️",0
"I placed my gym life on pause due to #CoronavirusPandemic. The gym is a swarming hive of bacteria. I rather have flabby arms than catch a case. Till then, 100 percent cardio. https://t.co/izDpGpXext",0
The major advantage during this #COVID19 is that it literally gave me an amazing inspiration to get this episode rolling up and I just know you would absolutely love the message I'll be talking about end of this month. 😄😄😄 #PodcastingWhileQuarantined #QuarantineLife https://t.co/bZia7whBbl,0
"Now that we’re facing the #CoronavirusPandemic, we need paid sick days for all workers now more than ever. Sign here: https://t.co/DkLAaqAsuV",0
"#LunaFête is practicing her #socialdistancing &amp; thinks you should, too.

#COVID19 #coronavirus https://t.co/0d5Rk7T6cE",1
"🤦🏻‍♀️ 
#coronavirus #IncompetentInChief https://t.co/x9CcqTPJxV",0
"Normally, Hudson Street in #NYC, with its construction and double-parked delivery trucks, tends to back up for blocks. 

Today...it’s virtually empty. #COVID19 #coronavirus @wcbs880 https://t.co/wpnPrpQr2l",0
@TheFactoryKitc1 Lol... Starting tomorrow this is how we'll have to to do take out. #coronavirus,0
Bro I’m going to a house warming in SEATTLE... bruh .. #coronavirus #Covid_19 #CoronaOutbreak,0
"“I Am An Entrepreneur” Tattooing Equivalent To Performing Surgery As Tattoo Artist &amp; Breaking The Stigma We Have As Entrepreneurs...Enjoy! 
#lmm #leftmymark #ismanentrepreneur #doctorpromo #coronavirus #coronaviruspromo #CoronavirusOutbreak Full Video 👉🏾
https://t.co/FFGWhmtnG0 https://t.co/Br2jGyN42A",0
"Day 10 of Quarantine: 

#coronavirus party

#CoronaVirusChallenge https://t.co/ro9t58v4mI",0
"""How Long Can #COVID19 Surive Outside the Body?""

Sarah Boseley speaks to Prof Deenan Pillay about how the virus contaminates surfaces and why headlines about how long it can survive may be misleading.

https://t.co/RB4cmI3Wku",0
#COVID19 #StayHydrated #StayHealthy #SaltWater @ Cape Cod https://t.co/Zrwyvsl7Ip,0
I’m posted up like @kaj33.  Let me know if you need a #skyhook otherwise I’m not running the floor. #coronavirus  #iloveriverside #StayAtHome #okboomerthatmeansyou https://t.co/byt4fRRNt2,0
"Listening to the Chicago Police scanner tonight and it’s a lot of masks and black hoodies out there, and lots of domestic disturbances. And why is everyone throwing parties! Lol #COVIDー19 #StayAtHome #CoronavirusPandemic #QuarantineActivities #QuaratineLife #Chicagolockdown",0
"A 2 Seater is one of the Best was to stay away from large crowds. 
⭐Great time for nice long drive with your Favorite person.

For Booking and Specials Call or Text (305)890-2051 

#coronavirus #Ferrari #488GTB… https://t.co/X4pmzQBH8h",0
".@realDonaldTrump is a pathological liar who doesn’t believe in science and now millions of people are going to die from #coronavirus due to his inaction and incompetence.

The world deserves better leadership. https://t.co/GY9uW02y60",0
@DCHomos @dukeofearl232 It’s the #COVID19 daily cleaning fee.,0
"Mr. Ige @GovHawaii, with all due respect, you can wash your hands to prevent Covid-19, but you cannot ever wash your hands of your mismanagement of any threat to the people of Hawai’i on your watch 

#Incoming
#AoleTMT
#Covid_19",0
"We’re one day closer to being back together sports fans. 
For right now take all the right precautions to keep yourself and your loved one safe from the #CoronavirusPandemic my good brother  @JPattersonTV &amp; I are keeping the faith that we’ll all be together soon. https://t.co/7XGdd2YURR",0
"@MayorGimenez is a Demagogue, maybe he will read &amp; learn from South Koreas handling of the #Coronavirus. Locking the complete County down? Will completely destroy #OurCounty economy. Disgraceful way of thinking.@wsvn @GinaMBenitez @King_CarlosII @CBSMiami
https://t.co/SBA1WpRt8t https://t.co/MIGx7MnCcW",0
"This corona virus thing is crazy world wide. im thankful for living in hawaii, where rn i'm pretty isolated from everything going on. #luckywelivehi #CoronavirusPandemic",0
"This is NOT social distancing Santa Monica. 🤦🏼‍♀️🤬

#COVID19 
#SocialDistancingNow 
#santamonica https://t.co/uDAXEyJqDU",0
"My latest article for @orfonline on #coronavirus. “From Melbourne to Madrid, Seoul to Seattle, Tehran to Tuscany, seldom has the world been confronted with the same geopolitical, economic, national security &amp;  health crisis as #Covid_19” Thanks @samirsaran
https://t.co/aot7Ym7gDy",0
WATCH: @MayorKirkHNL is answering questions about his “Stay at home/work from home” order that goes into effect at 4:30pm today. #COVID19 #Coronavirus @KITV4 https://t.co/a0AsmhoZWt,0
"https://t.co/xsL8q4Pyjz

#coronavirus #CoronavirusOutbreak #CoronavirusUSA #CoronaVirusUpdate #CoronaVirusChallenge",0
I take back my #sarcasm against #coronavirus,0
How’s the relationships going? #SocialDistancing #stayhomechallenge #coronavirus,0
This is new. #Instagram now directing users to the CDC website at the top of our feed to “help prevent the spread of coronavirus.” #coronavirus https://t.co/zphZic9anZ,0
"“I would shake your hand but I don’t do that anymore” ~ Rachel Maddow @maddow touché
#CoronavirusPandemic",1
"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",0
I running a #CoronaVirus special in Houston today!! https://t.co/rHo4bpCavO,0
@WarhawkFootball now might be a good time to upload the full 6 national championship games to YouTube! Help a former alumni out!  #stayhome #coronavirus,0
"COVID-19: A Message from Castles Unlimited

#coronavirus #covid-19 #bostonrealestate #STAYHOME

https://t.co/US8yRSaSNV",0
"Dear @espn , 

Please release the highly anticipated @30for30 #TheLastDance this month due to the current global circumstances. We all need it. Thanks so much in advance. 🏀 🎥 

Sincerely,
All sports fans worldwide. 
#coronavirus #SocialDistancing #MichaelJordan @chicagobulls",0
“Medical Distancing” May Help Protect #Cancer #Patients From Exposure to #COVID19 https://t.co/CqfwInWze9,0
Songs fill the empty streets in Italy. ❤ #communityspirit #Covid_19 https://t.co/9qHwnyf3TC,0
"Facts matter. In Codogno Italy 100% of the population adhered to the isolation order and while there have been infections and deaths in neighboring cities, in Codogno there have been none

https://t.co/5KRmI7xMDm. #CoronavirusPandemic this is part of what we can learn from #Italy",1
Self Isolation is needed because #COVIDー19 #coronavirus has an incubation period of 2 weeks- that means someone could have it and been contagious - without showing any symptoms for up to 10-14 days! Read more below: #selfisolation https://t.co/nTVSx74GZ5,1
"Lo mejor que podemos hacer en estos días es quedarnos en casa, por lo mientras está rolota del gran @lngsht me acompaña 🔊 LÁVENSE LAS MANOS 🧼
.
.
.
#coronavirus #losangeles #novoyasalirdecasa #lavatelasmanos… https://t.co/z2otMuYBgE",0
"NBA SHUTTING DOWN THE SEASON? 

PRESIDENT CANCELS ALL FLIGHTSFROM EUROPE TO USA..... 

What do they know that we don’t know..... ? 

#COVID19",0
"This pandemic resembles the Cuban Missal Crisis:
People were glued to their TVs, petrified &amp; silent. No one knew what would happen even 3 seconds from then. 
We have been faced with horrifying scenarios, but we need to protect one another! #coronavirus",0
"Want to report on #Hummingbirds in my front and backyard. They are flourishing, drinking sugar water I prepare like crazy, have a hard time keeping up with their speedy drinking. 🌹🐦
Good news about nature beating bad news about #CoronaVirus. #CoronavirusPandemic #CoronaVirusUSA https://t.co/hfcSWVeQFk",0
